Id,Source,Target,Type,action,weight
30,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
31,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
32,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
33,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
34,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
35,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
36,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
37,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
38,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
39,大東醫院,高雄榮民總醫院,Directed,import,1
40,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
41,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
42,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
43,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
44,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
45,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
46,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
47,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
48,大東醫院,高雄市立小港醫院,Directed,import,1
49,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
50,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
51,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
52,大東醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
53,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
54,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
55,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
56,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
57,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
58,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
59,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
60,大東醫院,阮綜合醫療社團法人阮綜合醫院,Directed,import,1
61,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
62,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
63,大東醫院,高雄市立小港醫院,Directed,import,1
64,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
65,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
66,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
67,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
68,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
69,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
70,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
71,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
72,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
73,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
74,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
75,大東醫院,高雄市立小港醫院,Directed,import,1
76,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
77,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
78,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
79,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
80,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
81,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
82,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
83,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
84,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
85,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
86,大東醫院,高雄市立小港醫院,Directed,import,1
87,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
88,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
89,大東醫院,高雄市立小港醫院,Directed,import,1
90,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
91,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
92,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
93,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
94,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
95,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
96,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
97,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
98,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
99,大東醫院,高雄市立小港醫院,Directed,import,1
100,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
101,大東醫院,義大醫療財團法人義大醫院,Directed,import,1
102,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
103,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
104,大東醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
105,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
106,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
107,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
108,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
109,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
110,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
111,大東醫院,阮綜合醫療社團法人阮綜合醫院,Directed,import,1
112,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
113,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
114,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
115,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
116,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
117,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
118,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
119,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
120,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
121,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
122,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
123,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
124,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
125,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
126,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
127,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
128,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
129,大東醫院,高雄榮民總醫院,Directed,import,1
130,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
131,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
132,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
133,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
134,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
135,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
136,大東醫院,高雄榮民總醫院,Directed,import,1
137,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
138,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
139,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
140,大東醫院,高雄市立小港醫院,Directed,import,1
141,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
142,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
143,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
144,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
145,大東醫院,高雄榮民總醫院,Directed,import,1
146,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
147,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
148,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
149,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
150,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
151,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
152,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
153,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
154,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
155,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
156,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
157,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
158,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
159,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
160,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
161,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
162,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
163,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
164,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
165,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
166,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
167,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
168,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
169,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
170,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
171,大東醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
172,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
173,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
174,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
175,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
176,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
177,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
178,大東醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
179,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
180,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
181,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
182,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
183,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
184,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
185,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
186,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
187,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
188,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
189,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
190,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
191,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
192,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
193,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
194,大東醫院,高雄市立小港醫院,Directed,import,1
195,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
196,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
197,大東醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
198,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
199,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
200,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
201,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
202,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
203,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
204,大東醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
205,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
206,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
207,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
208,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
209,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
210,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
211,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
212,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
213,大東醫院,高雄榮民總醫院,Directed,import,1
214,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
215,大東醫院,高雄市立小港醫院,Directed,import,1
216,大東醫院,高雄市立小港醫院,Directed,import,1
217,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
218,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
219,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
220,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
221,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
222,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
223,大東醫院,義大醫療財團法人義大醫院,Directed,import,1
224,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
225,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
226,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
227,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
228,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
229,大東醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
230,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
231,大東醫院,國仁醫院,Directed,import,1
232,大東醫院,高雄市立小港醫院,Directed,import,1
233,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
234,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
235,大東醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
236,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
237,大東醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
238,大東醫院,杏和醫院(高雄),Directed,import,1
239,大東醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
240,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
241,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
242,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
243,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
244,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
245,天主教聖功醫療財團法人聖功醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
246,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
247,天主教聖功醫療財團法人聖功醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
248,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
249,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
250,天主教聖功醫療財團法人聖功醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
251,天主教聖功醫療財團法人聖功醫院,高雄市立大同醫院,Directed,import,1
252,天主教聖功醫療財團法人聖功醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
253,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
254,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
255,天主教聖功醫療財團法人聖功醫院,衛生福利部屏東醫院,Directed,import,1
256,天主教聖功醫療財團法人聖功醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
257,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
258,天主教聖功醫療財團法人聖功醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
259,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
260,天主教聖功醫療財團法人聖功醫院,阮綜合醫療社團法人阮綜合醫院,Directed,import,1
261,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
262,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
263,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
264,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
265,天主教聖功醫療財團法人聖功醫院,高雄市立民生醫院,Directed,import,1
266,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
267,天主教聖功醫療財團法人聖功醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
268,天主教聖功醫療財團法人聖功醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
269,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
270,天主教聖功醫療財團法人聖功醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
271,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
272,天主教聖功醫療財團法人聖功醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
273,天主教聖功醫療財團法人聖功醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
274,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
275,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
276,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
277,天主教聖功醫療財團法人聖功醫院,國軍高雄總醫院左營分院,Directed,import,1
278,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
279,天主教聖功醫療財團法人聖功醫院,阮綜合醫療社團法人阮綜合醫院,Directed,import,1
280,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
281,天主教聖功醫療財團法人聖功醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
282,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
283,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
284,天主教聖功醫療財團法人聖功醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
285,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
286,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
287,天主教聖功醫療財團法人聖功醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
288,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
289,天主教聖功醫療財團法人聖功醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
290,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
291,天主教聖功醫療財團法人聖功醫院,高雄市立大同醫院,Directed,import,1
292,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
293,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
294,天主教聖功醫療財團法人聖功醫院,高雄市立大同醫院,Directed,import,1
295,天主教聖功醫療財團法人聖功醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
296,天主教聖功醫療財團法人聖功醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
297,天主教聖功醫療財團法人聖功醫院,義大醫療財團法人義大醫院,Directed,import,1
298,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
299,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
300,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
301,天主教聖功醫療財團法人聖功醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
302,天主教聖功醫療財團法人聖功醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
303,天主教聖功醫療財團法人聖功醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
304,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
305,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
306,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
307,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
308,天主教聖功醫療財團法人聖功醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
309,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
310,天主教聖功醫療財團法人聖功醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
311,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
312,天主教聖功醫療財團法人聖功醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
313,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
314,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
315,天主教聖功醫療財團法人聖功醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
316,天主教聖功醫療財團法人聖功醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
317,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
318,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
319,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
320,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
321,天主教聖功醫療財團法人聖功醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
322,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
323,天主教聖功醫療財團法人聖功醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
324,天主教聖功醫療財團法人聖功醫院,國軍高雄總醫院附設民眾診療處,Directed,import,1
325,天主教聖功醫療財團法人聖功醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
326,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
327,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
328,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
329,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
330,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
331,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
332,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
333,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
334,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
335,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
336,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
337,天主教聖功醫療財團法人聖功醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
338,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
339,天主教聖功醫療財團法人聖功醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
340,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
341,天主教聖功醫療財團法人聖功醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
342,天主教聖功醫療財團法人聖功醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
343,天主教聖功醫療財團法人聖功醫院,高雄榮民總醫院,Directed,import,1
344,天主教聖功醫療財團法人聖功醫院,長庚醫療財團法人高雄長庚紀念醫院,Directed,import,1
345,天主教聖功醫療財團法人聖功醫院,財團法人私立高雄醫學大學附設中和紀念醫院,Directed,import,1
346,天主教聖功醫療財團法人聖功醫院,阮綜合醫療社團法人阮綜合醫院,Directed,import,1
